Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Bosnia and Herzegovina,BIH,-9.980245051,-31.10995499,-40.94907293,-79.21525819,-79.00132752,-77.32118202,-61.74992209,-52.60546509,-50.92597735,-28.18035913,-42.26792038,-45.36059312,-40.46418476,-36.13751989,-33.64852127,-27.28847453,-21.2190659,-22.61274109,-21.8614686,-18.19772036,-15.68639253,-13.44313767
Belarus,BLR,-2.063819786,-8.223652346,-17.29837821,-24.5485963,-29.69574822,-29.6015584,-29.18443006,-52.91555901,-52.79975784,-55.02575202,-56.41921416,-51.60657301,-55.75193519,-53.81783743,-51.46493248,-49.04579316,-48.37931413,-45.60206161,-45.1195591,-41.64094725,-41.25430105,-40.86284581
Belize,BLZ,9.073169702,-0.004888447153,-3.876295197,-6.300192127,-4.707789555,-9.285859036,4.734385995,45.9004262,80.75671076,164.9641895,60.1798506,169.0915356,469.6572536,81.13775834,219.6036356,101.7582937,184.8295569,122.5561613,142.5043705,136.8958322,142.8003727,148.1141394
Bermuda,BMU,-10.93699558,-28.68193164,-27.86325427,-24.75965448,-23.92058941,-22.79853344,,-29.28868133,-24.64591607,-20.5204788,-21.87736623,-19.27615912,-16.83860524,-9.341248126,-10.44562375,-8.032170651,,,-14.04347463,-8.930189546,-5.832908381,-3.076035704
Bolivia,BOL,-4.922931706,1.128298247,11.07938176,-18.74684456,-11.56201596,-8.577608755,-7.046551443,-29.39636258,17.24835896,-52.55490552,-67.70023332,-42.53637851,-35.32297984,31.10663542,60.63602771,-14.75811697,18.12457008,-37.70779409,-60.32822516,-46.58561375,222.3440605,222.730662
Brazil,BRA,-2.256686799,2.675521122,10.36173757,-9.385832021,-1.977556993,0.4701194819,2.565323095,40.93590307,-0.6441298641,-23.8810033,-20.46790833,-0.8954177824,1.14215287,22.488853,48.5758817,0.9257757183,68.3154557,-4.5666217,-24.54474128,80.6889399,83.8515352,86.11633574
Barbados,BRB,3.744728881,3.092933891,-5.913409694,-8.894527564,-8.344972604,-9.671424762,-6.387251983,0.7498555287,9.209839206,9.525991915,2.121355184,5.340536598,,,,,,,,,,28.4202694
Bhutan,BTN,-0.2521108399,24.59368748,24.38101519,26.13198558,28.72684745,29.98024541,24.75976967,51.78662695,201.338665,80.42995484,26.03850464,33.39134793,14.64130394,26.80159344,26.38150921,53.60419536,81.74161347,49.06817424,71.14651937,151.5656181,154.6283229,157.5464599
Botswana,BWA,-18.01861725,15.86268987,-31.2437033,-17.12916653,-9.123474501,-23.67458219,-24.47101024,156.4394611,159.657456,196.7340535,306.4053283,284.7302399,30.73263723,78.61779761,80.87420367,225.1655291,95.04013322,446.2548933,71.5532792,510.5715742,512.3571049,513.9965218
Canada,CAN,2.869208211,1.641016289,7.706557579,32.61749838,37.3494714,14.79884998,13.37042148,85.49612854,34.97856198,24.96496546,18.04701282,49.28676573,56.29973467,70.88260266,39.61223621,47.0255633,46.55640438,49.32617035,23.19404191,25.53910073,69.78929693,68.73487187
Switzerland,CHE,2.58900762,1.972082187,-2.706606362,-2.760870305,-3.220481106,-2.610146823,-4.931904856,-3.589261712,-3.800382612,-5.905942945,-4.111136627,-6.022614989,-3.264629399,-2.07689548,-0.9060446233,-1.120327928,-4.045329039,0.4275148981,-2.035377849,1.348343112,-5.899467477,-4.053110896
Chile,CHL,-3.279345727,1.250651445,6.789755513,13.78832963,21.38226525,34.52680314,50.54315914,67.41719031,77.39916427,65.14548794,66.01814751,66.66122117,72.18313001,82.49223369,85.62720046,86.30457507,106.6995422,102.8512353,101.7247819,108.8149428,114.9846247,120.5139441
China,CHN,3.661683576,7.188324812,12.98889939,18.51719081,29.53428973,33.11874998,31.36741813,32.0789043,30.48336917,30.56125648,32.18471457,40.6465907,59.96614779,82.82137879,100.4671666,120.2443062,134.3901334,157.4585442,172.7498305,187.3039783,209.9220846,219.9524772
Cote d'Ivoire,CIV,-18.57226467,-6.347618042,-12.28050251,-12.35262509,-3.122694572,-4.717444485,-2.150890939,-83.5986459,-84.02295171,-80.65530542,-81.21939647,-81.16239867,-85.27788694,-84.93321682,-82.73151662,-82.09680889,-81.69550497,-80.49794927,-79.83895368,-78.63001033,-78.30003177,-77.98815553
Cameroon,CMR,-17.07088499,-6.506810173,-11.13662794,-14.69965647,-6.95777624,-8.565701387,-6.940252754,61.68072219,38.12673986,67.18916519,21.92666296,31.45675984,71.19594333,0.03166323253,64.75664598,26.9926756,23.34776078,23.94798041,19.66525879,2.325353889,2.902733896,3.451748715
Colombia,COL,-1.324266791,2.337675609,8.246553955,-2.340137235,2.697961741,5.186922342,7.835539411,-5.198049257,-14.24117623,-5.663240324,-11.80540418,-15.00222799,-6.54610213,0.121428734,-13.63506985,-13.10241315,1.512158387,-3.983359387,-1.424860958,-4.415832031,-2.406787585,-0.5649038728
Comoros,COM,0.3369558796,0.158107962,2.48465889,4.720711369,8.010964359,10.45593964,12.57489534,16.05496265,20.75456555,24.29960849,43.91142655,38.01206916,31.57917578,32.36144815,63.34551025,30.88313786,74.49136718,96.72156702,80.61167376,84.67190612,88.31134155,91.66933933
Cabo Verde,CPV,4.448394945,13.91840866,14.9277824,9.810547094,21.15207294,12.00721597,19.4764136,26.6869313,31.69492623,60.08364082,44.91219495,48.40584594,52.280873,61.15689819,74.20296859,,,77.25703609,80.75489022,,,
Costa Rica,CRI,3.692263888,17.81144503,16.99039951,21.68437224,17.00139001,15.28430526,15.48586483,23.05795068,20.30265653,14.63247501,27.03757823,16.34186584,21.20199931,23.01523144,17.47136561,24.68455494,31.46739964,25.74830837,28.78782417,35.96529703,39.57395088,42.82567901
Cuba,CUB,-10.64922926,-18.79472089,-23.40160728,-20.25863367,-18.3349703,-14.84094646,-12.98199808,-18.45819629,-19.65454005,-18.90897837,-21.97605965,-14.39755342,-14.98972642,-14.83900059,-19.77513298,-20.22737182,-22.84375693,-14.87718341,-11.39222187,-12.72955002,-10.29595995,-8.108686256
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,3.345671056,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,11.23172891,18.3449641,22.06945001,30.45376635,28.53391621,35.11042352,36.52708458,43.36505631,47.61066008,55.01352224,51.85830912,56.73003004,73.41193076,70.07194241,73.70474348,70.78467302,76.93260808,78.66112537,,,49.15784334,44.84747212
Czech Republic,CZE,-9.079781777,-14.75764051,-19.24554904,-23.03448379,-23.2908475,-21.03124367,-23.82809549,-25.1096154,-27.43144491,-17.42324661,-19.63979799,-22.34090185,-19.55623483,-22.48999431,-24.79799468,-24.6874669,-23.63212322,-26.57105213,-29.72858178,-25.73808399,-26.29549062,-29.17807323
Germany,DEU,-2.950240122,-7.744569801,-8.63346486,-9.564431485,-9.900312962,-8.195067133,-10.60102007,-15.57836308,-18.76344605,-19.08951855,-18.31823002,-19.79732855,-18.99474448,-19.06298786,-21.87660433,-20.80991868,-22.54467475,-21.01450401,-24.33062177,-24.52620374,-25.9963791,-24.23084242
Djibouti,DJI,5.418880839,-2.992646914,-1.725934833,0.1891750678,5.096111173,5.174085227,10.79591973,9.496801401,8.253349729,8.101495838,24.83053035,10.83756295,14.99958023,16.15644067,18.57956797,18.01903115,33.53318568,38.2617768,38.51696482,44.3699232,48.31097527,51.86178515
Dominica,DMA,-0.349540509,-0.492373256,-2.510663935,5.810944221,7.392018255,7.855772768,1.077897671,4.733397061,11.30643022,7.80896109,20.27678576,21.75393002,24.47597929,33.96784954,33.62557258,46.29914991,49.44838109,55.20329012,55.44004125,61.72072326,66.36507182,70.53815331
Denmark,DNK,14.57184192,5.933643181,9.398843483,14.43320174,9.666007142,28.148444,14.77469487,5.188684653,0.6425938898,-5.422558223,-3.316526184,-4.271685482,3.474546236,-5.00700546,-10.57798387,0.3742906973,-6.19561978,-10.09464483,-13.06773187,-12.14742697,-19.40839836,-25.91027262
Dominican Republic,DOM,4.918604334,16.55360436,15.46478771,24.85372155,29.66156103,37.24702636,47.124595,57.83075696,59.14351045,67.58984104,67.14302011,72.06672386,66.85415848,67.60039444,72.03418194,74.31597278,78.77111766,80.25883283,79.3987201,86.27390634,91.62325518,96.42837607
Algeria,DZA,4.888107041,14.27060532,15.07308777,11.41996068,16.30253016,16.23640262,16.46431575,18.89734042,24.7530604,25.67726956,21.50297404,23.27647726,31.13932917,31.37827985,37.38585736,42.47189374,47.80611272,50.70134343,51.10967283,57.52110974,61.86968473,65.78502652
Ecuador,ECU,3.792220345,7.255041545,8.912761688,18.67443919,26.32978254,33.67302418,34.11877359,31.76829089,21.10994922,28.98826125,33.40096849,38.0977731,42.97838178,48.8418064,52.46309101,57.14966537,61.38272935,54.25824051,60.23701704,63.06392697,67.18896374,70.9249596
Eritrea,ERI,-0.0174560094,10.59255356,3.674100202,8.044845693,12.47518808,25.51753755,36.2124975,40.04000191,48.09762928,49.35227321,41.68413492,33.62005224,34.37453742,35.90448079,34.21196447,34.42574511,45.98234293,48.55769797,42.45126544,45.26043389,47.30209978,49.25122003
Spain,ESP,2.467015233,5.166233675,0.1904050493,4.421908927,8.902979641,5.60543411,12.46640363,17.1956602,23.94007302,29.89267539,28.733221,35.47869707,39.041863,43.55458983,48.9780394,46.66047683,49.96235687,38.01909192,27.09437002,20.88849874,20.62919946,18.72013984
Estonia,EST,-7.635956894,-26.04128373,-37.48583922,-38.59641386,-42.75879271,-41.55610161,-42.43456006,-65.31965705,-67.55717887,-68.14901841,-67.8418606,-58.85201034,-65.13591568,-64.10577108,-64.05350924,-64.81568372,-57.86908693,-60.79411358,-66.27260457,-59.18942341,-56.30037939,-58.24717823
Ethiopia,ETH,-5.407367787,2.409825419,-2.88644769,-2.109360635,2.825419085,6.254255777,9.672721087,183.6670775,223.6138414,172.83222,114.9429304,177.4857831,155.1711435,160.3969127,197.1893843,160.3016327,180.8397022,160.4230581,170.4769893,171.5744743,173.4684821,175.3203116
Finland,FIN,-0.1150528878,-4.915918048,-2.753344423,6.887737595,2.476734576,11.11744647,8.653256047,3.147249894,1.239181827,-0.5791569775,6.264250127,11.11346948,25.75335686,17.22729933,0.8533227,16.67382007,13.48310954,3.745179604,-0.7427365622,11.66894335,0.7538398808,-8.579336138
Fiji,FJI,-6.702711982,-14.07304537,-9.813085757,-10.51121989,-6.297845199,-4.550401552,-4.794657895,-0.2641501559,-10.22241824,-32.38402676,-29.60692265,-22.40858293,-17.05453661,-22.25913243,-21.16030523,-16.44121634,-9.926248188,-8.798359613,0.3095994148,-7.082528477,-4.964733282,-3.035459305
France,FRA,4.739024263,1.681838393,-2.450200229,-2.982714811,-2.104281549,3.216923297,1.899403208,4.176469403,1.625020047,0.9441243871,1.896399666,0.5705663399,1.788743339,1.075125556,0.4407627871,-1.320371058,-2.47674575,-1.849917182,-4.896380783,-4.065772151,-9.379845994,-10.01264095
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,-6.487216524,14.82182711,-3.938033515,-0.08618964458,7.76671478,10.52765263,5.706423568,210.5846438,191.1164577,168.1720569,12.01076007,3.088387354,19.97195605,23.30142284,15.5500835,13.76074248,6.546321876,403.4627713,16.68818703,177.3800374,179.5891523,181.5918167
United Kingdom,GBR,0.6938771356,-2.087455831,-5.618410316,-6.248548156,-6.292506025,-4.230511946,-7.855799714,-9.273342563,-12.49822749,-13.29656986,-12.11512872,-14.88230668,-13.67020544,-14.70922864,-15.19935866,-15.29930768,-16.83281482,-18.24742493,-24.74168902,-21.57078336,-26.91334242,-24.63375595
Georgia,GEO,-17.78639726,-28.55261082,-39.78311728,-56.84792787,-64.37451425,-66.16632923,-68.40196255,-70.57877724,-71.26584098,-69.76942301,-74.39041186,-45.97814214,-74.74281848,-73.39529724,-70.72214977,-69.02131585,-66.28782394,-67.86513074,-65.33251007,-65.70271955,-61.62853744,-61.72809374
Ghana,GHA,-15.74068549,-2.881113653,-6.307833515,-5.089792494,3.441993444,3.745869452,6.46478842,342.3458561,220.4764561,265.1388247,253.9045494,214.8462334,266.2592739,140.9930771,283.6496709,252.7467998,263.8977643,320.6482379,255.6893098,260.8428175,263.1940946,265.4252047
Gibraltar,GIB,37.60629664,61.71852992,63.89078488,91.56990549,89.77370405,91.74357116,99.70038276,109.6274591,117.5831844,123.378005,127.2231614,131.3220309,141.1345491,143.2101717,,,167.4780012,,,,187.93387,196.6450146
Guinea,GIN,-18.88763706,-7.893492337,-13.51705104,-13.57101704,-4.040763919,-5.25302854,-4.612406022,78.51097193,37.88408228,29.4449488,23.20684065,56.87042018,15.18587686,17.04037976,25.70471883,55.73939916,39.82820677,107.498043,145.8346939,53.86375017,54.69288406,55.51318586
Equatorial Guinea,GNQ,169.6866703,334.3165765,506.5574287,671.6504961,718.4692618,782.0840021,1106.841605,1348.351553,1454.210863,1563.377557,2068.623704,,,2182.019257,2232.109678,2239.198262,2335.343309,2269.286505,2299.75392,2406.00408,,2519.019567
Greece,GRC,-1.026262059,0.2826322166,-0.34839554,0.7997474049,2.735286815,5.892257087,9.83653299,17.80069583,13.65491203,19.20814922,17.96092294,19.14500003,22.83510831,22.20061,24.18518062,21.3681505,31.79548656,21.36542794,17.2842121,11.22185162,8.643670233,4.047346283
Grenada,GRD,-0.2825094816,-0.1063411474,-0.9551216406,17.55891241,12.4997675,24.94592301,31.7340479,30.20980727,40.48518514,200.8003439,181.6240377,203.8152852,199.7715997,217.3098434,256.0774019,298.2569904,296.2961433,307.6788601,308.5342501,332.3320407,346.9152017,359.8984646
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,12.95100337,11.59093567,23.89901974,23.95535499,31.04892651,33.497482,29.43840737,487.3522025,55.07603465,369.6048277,46.04948047,110.7990168,270.3896534,63.46057043,179.9900369,81.12662169,128.642732,120.413985,148.9955454,103.4400816,107.6172581,111.4086497
Guam,GUM,2.174133643,4.635406842,7.105273722,9.423816307,11.66028949,13.80658044,15.97200443,11.26929933,13.39110291,15.56375745,17.74029219,20.04480053,22.13329045,24.34408129,26.41814135,28.57104741,30.84637983,33.27644023,35.38380464,38.94053795,40.84867023,42.67604681
Guyana,GUY,-1.361917078,3.801292978,10.69535049,-9.0358348,-3.755040293,-1.855068718,-1.889350415,-23.13609959,-72.63538944,-73.67727231,-70.86337252,-69.60665242,-65.39693926,-70.33311046,-70.6172801,-72.22532604,-70.48584841,-69.44908999,53.94672034,-64.52267287,-63.89356391,-63.30733113
Honduras,HND,12.50694226,4.842722906,12.03276841,13.91565982,22.59591904,25.25024306,17.46555689,66.43342038,2.007286192,59.81220539,-8.637196631,8.354879447,66.1001599,9.358070718,69.12044051,21.60405109,39.76364365,44.18951621,44.85777136,43.29941036,46.3632273,49.15453646
Croatia,HRV,-24.14548077,-28.61550981,-28.3696346,-30.65132209,-29.11550982,-30.61216133,-23.86520225,-21.02321512,-21.68205608,-21.36873206,-21.79193037,-18.51944415,-13.59592888,-14.51825267,-14.02297493,-12.79499737,-4.126273667,-5.171454869,-9.423802476,-10.2540793,-12.3244631,-12.41792098
Haiti,HTI,3.343233613,8.010151677,5.085684271,-3.269813793,11.09390079,17.048778,23.8068099,26.00278623,30.6821053,34.01371894,39.97630235,42.1747099,41.85013004,46.9354348,50.45653931,52.50529929,59.36585581,57.96927777,57.79669121,59.51444883,62.31934605,64.93352333
Hungary,HUN,-7.510101254,-18.18250714,-18.75359192,-19.480995,-20.63594234,-17.26123255,-19.26316402,-20.15682469,-19.86037225,-22.62396149,-22.12462574,-23.50561494,-21.07897317,-22.15868093,-22.56071527,-22.97395198,-25.85383206,-26.62510825,-32.53651879,-32.0868754,-33.99946116,-35.43110871
Indonesia,IDN,89.92735823,80.02466472,19.86043316,85.06630097,12.91352916,12.78393491,332.6481231,2.237872277,-42.59034406,-46.57475876,-27.05039332,47.66332232,-23.72878534,-9.003403368,0.5088929497,104.3829982,-33.6591431,-31.63052513,-1.444299815,-36.07574871,-34.46533544,-33.00645608
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,
India,IND,4.028801738,7.139310354,9.684215728,13.95850753,19.03824095,23.17080002,26.96937941,27.50475211,40.98880861,35.88203053,35.19092885,38.19616575,42.45994632,50.66868304,52.62387195,60.93451502,71.69238453,75.7794302,87.01835222,99.76308558,103.8996171,116.4448552
Ireland,IRL,0.6053547988,0.5058765667,1.151285836,3.364946006,4.255407392,6.966353513,9.16563195,-0.2985048364,1.601632626,3.90358859,6.969477789,5.354257824,5.015527911,4.859247824,6.857733411,9.026941537,6.785030988,6.93703286,0.04555827395,0.01228056093,-6.579566353,-4.803331492
Iran,IRN,9.247205289,15.88401522,15.62337602,28.2470878,30.55027187,36.01370718,42.01784159,44.6993028,50.02508099,57.93764616,62.41203933,70.37594302,81.95602332,94.67526195,103.251485,118.500638,129.4421033,,,,,
Iraq,IRQ,-29.69507775,-20.05231888,-3.294473098,6.800646944,7.42858662,-1.693225472,3.391997352,6.167905855,11.02727803,24.56884415,33.0213393,28.85826009,7.935036034,25.59132177,24.77835097,29.67567884,30.25245818,38.05550393,38.60889519,47.1002002,51.65961664,55.73750806
Iceland,ISL,-0.2225140792,-4.379724362,-3.986208315,-3.570280173,-4.054689484,-2.662584149,-3.086091439,-83.524597,-83.19038516,-81.05633018,-82.39551336,-81.78675739,-81.88567279,-81.51158093,-81.70753269,-80.55729058,-79.55469275,-76.82408159,-76.36007385,-75.22641356,-74.58640354,-74.65718811
Israel,ISR,1.778967738,8.440450541,17.99481465,26.39382167,34.4511496,42.69488159,48.04858615,50.35638182,54.00080172,65.66649829,66.32208262,75.43291208,80.5983049,78.18093572,80.14198152,85.79345398,94.72324504,89.95157366,89.41505819,99.63083411,106.2744139,112.1834291
Italy,ITA,-0.5269172015,-0.9148918502,-2.456462689,-3.017731511,1.90772146,-0.280303708,-0.07686948666,2.020791554,2.497629441,7.584036112,6.799845091,8.258651972,11.043654,10.6198178,10.87928891,10.72400934,7.590578032,4.033072695,-5.516637942,-3.794445851,-5.13909337,-5.136152375
Jamaica,JAM,0.5619037299,9.984694992,12.305098,12.9037384,16.81596606,20.69452351,22.94949721,27.42035869,30.57172203,32.67672283,31.44733741,32.97380786,39.05718673,43.99779474,42.87567369,56.12860954,65.50259735,49.2889,48.98351081,56.46891284,61.53186327,66.04742431
Jordan,JOR,2.528993543,20.16894844,24.42895761,29.59411183,36.50859679,41.4371225,45.10152632,47.93470876,47.72488864,53.44885776,52.22751426,62.37708257,61.45785807,80.02793058,92.59524599,96.76227943,106.0516569,110.9530773,109.6299999,120.616874,127.9511327,134.4844571
Japan,JPN,1.092819188,1.990320156,2.176530368,6.220640077,8.965051653,9.154507882,8.40982876,5.111382325,7.230370363,7.781131535,6.382900895,9.027311094,9.460286934,9.406409728,10.36495842,9.291394738,12.00911831,6.169256363,-1.106204287,3.506762019,7.0585516,13.35065926
Kazakhstan,KAZ,-2.530956379,-1.671330832,-12.17705423,-22.41349173,-33.58233549,-26.85062312,-44.31622158,-41.32190237,-50.89348673,-44.2921114,-39.93758691,-23.20944074,-31.02195621,-23.3939502,-21.66313529,-12.75305402,-15.16308744,-11.22210619,-22.69456545,-6.697679737,-5.859718622,-1.554896544
Kenya,KEN,-2.059603536,0.1769323808,2.319351559,5.970727671,7.332102718,5.626060938,5.886694869,71.00581499,20.68395074,18.73019644,14.05281898,12.43284887,18.91356385,19.51830215,24.95562888,28.43836676,36.23517537,36.80728147,34.93441702,35.26161806,37.41575954,39.43948827
Kyrgyz Republic,KGZ,-9.313505009,-33.85830035,-46.69154844,-59.72082613,-68.48654771,-62.36015352,-65.69479832,-66.59001695,-70.43517444,-70.0330516,-72.96909216,-68.85637766,-66.97158376,-66.21837286,-67.39354634,-67.90899787,-65.55539491,-64.32654928,-60.28382034,-60.91557375,-58.37635963,-58.55342581
Cambodia,KHM,-6.811319135,6.67977467,2.575100723,-9.047575043,6.496621541,-2.554528971,0.1467735032,541.9266633,180.3617227,115.7488691,227.8150772,456.270363,442.9111671,813.7376526,418.6606171,423.1032087,909.6961999,517.146693,349.1103578,546.8227688,549.7249549,552.597762
Kiribati,KIR,11.12726828,2.964062688,3.629033475,-0.8639367091,0.9534092192,6.15981031,9.892700434,-1.69329593,1.617929277,7.33762793,10.43999404,12.60404522,12.20499472,16.21610807,,,29.1501109,,32.47665276,,,
Korea,KOR,9.381020169,18.00773884,28.13098801,39.10504741,50.95762572,62.17723645,71.02582303,49.91409555,63.0562924,70.65479971,73.83422761,77.98233709,81.76662348,87.17087362,86.81200205,88.25114957,91.53272615,97.99653024,97.83380332,109.2632101,116.333666,122.6245256
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,-15.73380564,-17.62820049,-19.75906025,-20.93674863,-18.51169188,-14.86927088,-8.565933057,184.1850585,92.36966603,18.47565146,23.47355731,16.81361944,17.71047953,31.89817215,18.84001401,41.27580545,62.48589381,63.37218574,48.34575097,57.40401155,59.61932486,61.70613829
Libya,LBY,0.01135259275,-9.168434788,-9.042580241,-0.3451689225,6.780803851,10.11313391,3.8265884,3.698576639,-1.489001218,4.245225552,2.424731082,3.691304987,11.71120582,12.26770964,14.50300199,16.77390499,16.40041394,21.55521607,21.15667729,27.35352744,31.10753681,34.47445163
St. Lucia,LCA,1.41955833,2.402344307,-4.768269344,12.21078775,20.14599464,25.0186181,18.84513333,,,45.59911195,46.7944779,48.25225187,53.65296336,69.1131426,70.09647511,77.29527119,84.1865235,91.88809809,92.13381697,102.7624662,109.3855438,115.2931987
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,-1.893202424,4.149525229,5.671091575,12.92470983,12.14484373,17.96955084,16.36193303,11.84574914,24.14485806,26.68028906,22.03710371,27.67226733,33.74165367,38.1681749,48.12171569,41.46603634,51.09003147,52.10292709,51.40406447,58.50311933,62.26550258,65.68814403
Lithuania,LTU,3.45501784,-29.96985877,-41.69930548,-44.42838773,-46.23247538,-44.5008366,-45.02408519,-53.32757547,-58.17033661,-60.88450955,-61.26802255,-59.58425087,-59.90524618,-58.55876902,-56.62966201,-55.68604935,-52.54150193,-50.80894678,-54.96599335,-50.70988438,-46.03930107,-45.82304625
